Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,IoU,Dice,,,,,,,,,
Type02,250,PURE_KRR,10.44339,9.61418,5.19992,2.46901,3.77059,4.503,0.91065,0.95323,,,,,,,,,
Type02,250,PURE_SVR,10.39722,9.56818,5.04995,2.43522,3.31888,4.52705,0.91144,0.95367,,,,,,,,,
Type02,250,RATIO_CTRL,4.83462,4.29443,7.47784,3.61242,8.6416,7.43927,0.87568,0.93372,,,,,,,,,
Type02,260,PCA_GPR,9.55807,8.57052,5.60541,1.37523,19.97249,0.36261,0.93893,0.9685,,,,,,,,,
Type02,260,PCA_KRR,11.33185,10.34069,3.48174,1.37429,3.13469,2.0155,0.94941,0.97405,,,,,,,,,
Type02,260,PCA_LINEAR,11.12535,10.21377,3.37115,1.26474,4.32407,1.82037,0.94272,0.97052,,,,,,,,,
Type02,260,PCA_SVR,11.45028,10.49333,3.54891,1.45277,3.51997,2.00694,0.94846,0.97355,,,,,,,,,
Type02,260,PURE_GPR,10.70844,9.78625,4.46267,2.04048,2.38981,1.38881,0.92681,0.96202,,,,,,,,,
Type02,260,PURE_KRR,10.81566,9.85215,5.55242,2.20133,1.05705,1.39676,0.92167,0.95924,,,,,,,,,
Type02,260,PURE_SVR,10.57693,9.57949,5.74501,2.19438,1.09901,1.3463,0.92174,0.95928,,,,,,,,,
Type02,260,RATIO_CTRL,3.5197,2.8063,6.70315,2.27774,5.99605,5.63741,0.92067,0.9587,,,,,,,,,
Type02,270,PCA_GPR,9.69485,8.62981,14.84854,3.61739,50.80508,2.20369,0.8715,0.93134,,,,,,,,,
Type02,270,PCA_KRR,12.56091,11.80513,3.90648,1.79341,1.47457,2.46739,0.93018,0.96383,,,,,,,,,
Type02,270,PCA_LINEAR,12.34074,11.50074,3.76096,1.87124,3.52698,2.21942,0.9286,0.96298,,,,,,,,,
Type02,270,PCA_SVR,13.09659,12.46155,4.01639,2.05023,2.92346,2.87477,0.92477,0.96091,,,,,,,,,
Type02,270,PURE_GPR,10.75705,9.9645,6.97484,2.17346,2.69193,1.31933,0.92255,0.95971,,,,,,,,,
Type02,270,PURE_KRR,11.96008,11.18783,6.93115,2.43538,5.18743,1.65821,0.91794,0.95722,,,,,,,,,
Type02,270,PURE_SVR,11.80687,11.02504,6.76779,2.45499,4.42105,1.65623,0.91781,0.95714,,,,,,,,,
Type02,270,RATIO_CTRL,5.39694,4.95632,7.17879,3.23148,8.57449,7.14647,0.89311,0.94354,,,,,,,,,
Type03,230,PCA_GPR,23.59604,23.14005,25.68126,6.00732,74.39855,6.42725,0.79467,0.88559,,,,,,,,,
Type03,230,PCA_KRR,9.86662,9.14783,1.89272,0.39475,2.16238,0.05884,0.97352,0.98658,,,,,,,,,
Type03,230,PCA_LINEAR,9.96799,9.19404,2.29984,0.66457,4.80277,0.57511,0.96984,0.98469,,,,,,,,,
Type03,230,PCA_SVR,10.60043,10.04658,2.45088,0.63427,3.06076,0.42133,0.96809,0.98379,,,,,,,,,
Type03,230,PURE_GPR,17.56235,17.16591,9.60528,2.37292,21.51046,1.9724,0.88198,0.93729,,,,,,,,,
Type03,230,PURE_KRR,9.83375,9.10862,1.91749,0.36587,2.36009,0.04738,0.97629,0.988,,,,,,,,,
Type03,230,PURE_SVR,9.62272,8.86159,2.13261,0.31778,3.94296,0.11298,0.98229,0.99107,,,,,,,,,
Type03,230,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type03,235,PCA_GPR,20.46623,20.2093,20.56846,4.44559,57.63195,3.42844,0.84259,0.91457,,,,,,,,,
Type03,235,PCA_KRR,9.89961,9.06093,2.27912,0.96314,6.46655,2.21728,0.9509,0.97483,,,,,,,,,
Type03,235,PCA_LINEAR,10.07589,9.30806,2.351,1.08322,5.97188,2.21414,0.95433,0.97663,,,,,,,,,
Type03,235,PCA_SVR,9.57792,8.75398,2.32754,1.04065,8.34803,1.97969,0.94735,0.97296,,,,,,,,,
Type03,235,PURE_GPR,15.15392,14.5753,6.01507,1.60393,9.72287,0.67538,0.91451,0.95534,,,,,,,,,
Type03,235,PURE_KRR,9.83762,9.00351,2.26812,0.97581,6.78622,2.16248,0.95024,0.97449,,,,,,,,,
Type03,235,PURE_SVR,9.99699,9.14116,2.66614,1.04722,8.91475,2.01831,0.94586,0.97218,,,,,,,,,
Type03,235,RATIO_CTRL,2.44896,2.30649,1.28202,0.55056,0.27978,1.2372,0.97145,0.98552,,,,,,,,,
Type03,245,PCA_GPR,15.52346,15.26059,10.60702,2.81051,29.74045,2.64492,0.89831,0.94643,,,,,,,,,
Type03,245,PCA_KRR,10.57388,9.78261,1.88292,0.73683,3.54612,0.83755,0.95809,0.9786,,,,,,,,,
Type03,245,PCA_LINEAR,10.48416,9.65187,1.78065,0.57698,2.56983,0.23485,0.95944,0.9793,,,,,,,,,
Type03,245,PCA_SVR,10.96624,10.27218,2.34383,0.8655,0.74225,0.72548,0.95965,0.97941,,,,,,,,,
Type03,245,PURE_GPR,12.13943,11.29508,1.96071,0.80544,0.06528,0.03605,0.94985,0.97428,,,,,,,,,
Type03,245,PURE_KRR,10.69165,9.91949,1.90456,0.79514,2.71603,0.79324,0.95621,0.97762,,,,,,,,,
Type03,245,PURE_SVR,10.76748,9.9149,2.96964,0.85993,4.08476,0.62049,0.95217,0.9755,,,,,,,,,
Type03,245,RATIO_CTRL,1.55423,1.40014,2.71417,1.19716,4.81739,1.52535,0.95084,0.9748,,,,,,,,,
Type03,250,PCA_GPR,12.6436,12.23868,5.62544,1.35992,11.11395,1.16758,0.93738,0.96768,,,,,,,,,
Type03,250,PCA_KRR,10.57394,9.72346,2.04412,0.86677,6.23411,0.84216,0.95408,0.9765,,,,,,,,,
Type03,250,PCA_LINEAR,10.3308,9.49344,1.70644,0.63233,5.50915,0.312,0.96181,0.98053,,,,,,,,,
Type03,250,PCA_SVR,11.50916,10.75239,3.0698,0.99259,0.11421,0.83182,0.94947,0.97408,,,,,,,,,
Type03,250,PURE_GPR,10.74047,9.9076,1.98215,0.77502,5.92721,0.33602,0.95552,0.97725,,,,,,,,,
Type03,250,PURE_KRR,10.71365,9.86275,2.22013,0.94016,5.3081,0.83479,0.95226,0.97555,,,,,,,,,
Type03,250,PURE_SVR,10.55075,9.62858,2.1096,0.98135,6.16379,0.78444,0.95177,0.97529,,,,,,,,,
Type03,250,RATIO_CTRL,4.13529,4.06814,3.32486,1.32535,2.68682,1.81746,0.94635,0.97244,,,,,,,,,
Type03,255,PCA_GPR,11.69965,10.65573,3.14322,0.89042,5.65629,0.1603,0.95513,0.97705,,,,,,,,,
Type03,255,PCA_KRR,12.04483,10.86328,3.86929,1.1592,6.9835,0.43285,0.94495,0.9717,,,,,,,,,
Type03,255,PCA_LINEAR,11.58317,10.52124,3.15679,0.90271,6.57136,0.24189,0.95487,0.97691,,,,,,,,,
Type03,255,PCA_SVR,12.67541,11.71307,4.50028,1.32985,1.80614,0.39295,0.93943,0.96877,,,,,,,,,
Type03,255,PURE_GPR,11.3138,10.13986,3.35591,1.10207,8.46186,0.40645,0.94853,0.97358,,,,,,,,,
Type03,255,PURE_KRR,12.09981,10.92249,4.03037,1.23935,6.50214,0.40272,0.94176,0.97001,,,,,,,,,
Type03,255,PURE_SVR,11.84251,10.59579,4.18944,1.26946,7.04801,0.37962,0.9417,0.96997,,,,,,,,,
Type03,255,RATIO_CTRL,1.87461,1.63659,3.74244,1.41208,2.4093,2.26698,0.94773,0.97317,,,,,,,,,
Type03,260,PCA_GPR,9.56605,8.69299,5.06675,1.67931,20.92546,1.38336,0.92866,0.96301,,,,,,,,,
Type03,260,PCA_KRR,11.64271,10.63278,2.86092,1.08988,5.61291,0.31785,0.94489,0.97167,,,,,,,,,
Type03,260,PCA_LINEAR,11.14567,10.29502,2.31915,0.78259,6.10945,0.06716,0.9572,0.97813,,,,,,,,,
Type03,260,PCA_SVR,11.70443,10.65036,2.62312,1.09665,5.33031,0.58276,0.94372,0.97104,,,,,,,,,
Type03,260,PURE_GPR,10.04531,9.17878,3.21713,1.19271,8.62859,0.28024,0.94623,0.97237,,,,,,,,,
Type03,260,PURE_KRR,11.61854,10.57721,2.86537,1.30004,5.80975,0.46713,0.93725,0.96761,,,,,,,,,
Type03,260,PURE_SVR,11.49368,10.41233,2.73763,1.29034,6.17885,0.62947,0.93761,0.9678,,,,,,,,,
Type03,260,RATIO_CTRL,2.65559,2.38546,4.13037,1.58086,3.63313,2.79569,0.94103,0.96962,,,,,,,,,
Type03,265,PCA_GPR,9.25164,8.41048,11.13568,3.35046,35.77402,4.55299,0.87684,0.93438,,,,,,,,,
Type03,265,PCA_KRR,11.77499,10.89409,4.54885,1.88319,2.74957,0.69463,0.91724,0.95683,,,,,,,,,
Type03,265,PCA_LINEAR,11.20758,10.45411,3.44046,1.5882,5.20268,1.7945,0.93669,0.96731,,,,,,,,,
Type03,265,PCA_SVR,11.18669,9.98073,5.00106,1.71303,8.13488,0.16061,0.92157,0.95918,,,,,,,,,
Type03,265,PURE_GPR,9.32621,8.5987,4.36692,2.02141,8.31737,2.06846,0.92207,0.95945,,,,,,,,,
Type03,265,PURE_KRR,11.68985,10.72113,4.9279,2.05768,3.44648,0.3823,0.91068,0.95325,,,,,,,,,
Type03,265,PURE_SVR,11.89043,10.84887,4.99439,1.92657,3.53243,0.0401,0.91311,0.95458,,,,,,,,,
Type03,265,RATIO_CTRL,3.50497,3.45004,4.06852,1.54531,5.28023,1.52325,0.94001,0.96908,,,,,,,,,
Type03,270,PCA_GPR,10.4287,9.49005,14.95687,5.04259,53.94038,7.20527,0.83278,0.90876,,,,,,,,,
Type03,270,PCA_KRR,13.82827,12.31524,4.75016,2.29921,2.29284,1.34642,0.90806,0.95181,,,,,,,,,
Type03,270,PCA_LINEAR,12.67905,11.57835,4.26003,2.10821,7.59456,3.07623,0.91581,0.95605,,,,,,,,,
Type03,270,PCA_SVR,13.11063,11.26638,5.10229,2.23499,11.0967,0.68269,0.90866,0.95214,,,,,,,,,
Type03,270,PURE_GPR,10.26959,9.25019,5.31966,2.63865,12.08437,3.45224,0.91059,0.9532,,,,,,,,,
Type03,270,PURE_KRR,13.79907,12.14477,5.22882,2.46158,3.08315,0.85873,0.90152,0.94821,,,,,,,,,
Type03,270,PURE_SVR,14.50674,12.71904,5.22385,2.36474,2.64807,0.15292,0.90122,0.94805,,,,,,,,,
Type03,270,RATIO_CTRL,1.38075,1.27998,2.0857,0.96866,3.60819,0.53583,0.96049,0.97985,,,,,,,,,
Type03,275,PCA_GPR,11.05485,9.98884,20.39858,5.70831,67.6234,6.63337,0.81325,0.89701,,,,,,,,,
Type03,275,PCA_KRR,12.84761,12.16364,4.11182,1.82402,2.59632,1.03795,0.92574,0.96144,,,,,,,,,
Type03,275,PCA_LINEAR,12.02862,11.27219,3.7447,1.72637,5.48367,1.07027,0.93748,0.96773,,,,,,,,,
Type03,275,PCA_SVR,11.74004,10.67612,4.05104,1.73723,6.30181,1.49593,0.93301,0.96534,,,,,,,,,
Type03,275,PURE_GPR,8.13282,7.54442,4.97263,2.41419,12.87125,1.70925,0.92031,0.9585,,,,,,,,,
Type03,275,PURE_KRR,12.73017,11.93231,4.37544,2.03966,2.09104,1.58515,0.91868,0.95762,,,,,,,,,
Type03,275,PURE_SVR,13.72195,12.89807,5.26962,2.05842,3.13617,2.43253,0.91952,0.95807,,,,,,,,,
Type03,275,RATIO_CTRL,4.75636,4.67151,3.80838,1.75438,6.4195,2.93365,0.93567,0.96677,,,,,,,,,
Type03,280,PCA_GPR,12.53347,11.04118,24.96668,6.37597,81.29498,5.60786,0.79262,0.88431,,,,,,,,,
Type03,280,PCA_KRR,13.13209,12.09247,4.51969,1.55707,5.37502,3.33414,0.93075,0.96413,,,,,,,,,
Type03,280,PCA_LINEAR,12.00976,11.00791,4.02883,1.35273,3.59309,1.34167,0.93752,0.96775,,,,,,,,,
Type03,280,PCA_SVR,12.35302,11.09191,4.49077,1.3524,1.32973,3.46029,0.94581,0.97215,,,,,,,,,
Type03,280,PURE_GPR,7.20546,6.36603,6.17469,2.25202,16.34497,0.24602,0.92041,0.95856,,,,,,,,,
Type03,280,PURE_KRR,13.15754,11.9947,5.52859,1.8297,5.32991,3.83347,0.92079,0.95876,,,,,,,,,
Type03,280,PURE_SVR,14.23899,13.08557,6.16425,1.98267,7.16302,4.60366,0.91734,0.95689,,,,,,,,,
Type03,280,RATIO_CTRL,4.37393,3.95022,6.84024,2.9134,9.44566,5.68773,0.90168,0.9483,,,,,,,,,
Type04,230,PCA_GPR,24.12788,23.62316,27.44617,6.77278,81.80483,7.50311,0.7768,0.87438,,,,,,,,,
Type04,230,PCA_KRR,9.57696,8.86998,1.30263,0.50947,1.14559,0.64073,0.97463,0.98715,,,,,,,,,
Type04,230,PCA_LINEAR,9.38691,8.60628,1.53102,0.46499,3.98947,0.1478,0.97962,0.98971,,,,,,,,,
Type04,230,PCA_SVR,9.96037,9.33468,1.54167,0.5058,0.97303,0.30165,0.9721,0.98585,,,,,,,,,
Type04,230,PURE_GPR,11.07194,10.51421,3.14242,0.86534,4.87969,0.96874,0.95552,0.97725,,,,,,,,,
Type04,230,PURE_KRR,9.51365,8.79897,1.24804,0.4253,1.59237,0.41298,0.9777,0.98873,,,,,,,,,
Type04,230,PURE_SVR,9.38089,8.6309,1.31647,0.31257,2.90468,0.20354,0.98169,0.99076,,,,,,,,,
Type04,230,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type04,240,PCA_GPR,18.80291,18.58466,18.48263,4.09122,49.70089,4.47617,0.85707,0.92303,,,,,,,,,
Type04,240,PCA_KRR,10.02762,9.13406,3.97084,1.14016,7.07327,0.59357,0.94649,0.97251,,,,,,,,,
Type04,240,PCA_LINEAR,10.14299,9.27727,3.69659,0.87714,4.69558,0.23472,0.95711,0.97808,,,,,,,,,
Type04,240,PCA_SVR,10.2862,9.4241,3.91484,0.97443,5.74404,0.1486,0.95559,0.97729,,,,,,,,,
Type04,240,PURE_GPR,9.55912,8.72416,3.85043,1.16155,8.31291,0.78921,0.93909,0.96859,,,,,,,,,
Type04,240,PURE_KRR,10.06272,9.15701,3.93944,1.05691,8.06025,0.391,0.9389,0.96849,,,,,,,,,
Type04,240,PURE_SVR,9.66949,8.86044,4.03397,1.12687,8.44049,0.52374,0.94127,0.96975,,,,,,,,,
Type04,240,RATIO_CTRL,1.48946,1.35139,2.48609,0.67523,0.64021,0.51765,0.97448,0.98707,,,,,,,,,
Type04,250,PCA_GPR,14.02883,13.70114,7.96897,1.68904,17.77728,1.59148,0.93303,0.96536,,,,,,,,,
Type04,250,PCA_KRR,10.81199,9.88784,3.08579,1.07501,6.23059,1.06244,0.94975,0.97423,,,,,,,,,
Type04,250,PCA_LINEAR,10.76663,9.86542,2.67724,0.74384,5.30512,0.38448,0.9603,0.97975,,,,,,,,,
Type04,250,PCA_SVR,10.50179,9.6744,2.6198,1.08776,5.9005,1.28982,0.95042,0.97458,,,,,,,,,
Type04,250,PURE_GPR,10.45317,9.5119,3.09454,1.05524,9.28909,0.90846,0.93261,0.96513,,,,,,,,,
Type04,250,PURE_KRR,10.95187,10.00498,3.2614,1.11423,7.34719,1.31194,0.92866,0.96301,,,,,,,,,
Type04,250,PURE_SVR,10.91599,10.00056,3.22219,1.09171,7.0445,1.38383,0.92969,0.96356,,,,,,,,,
Type04,250,RATIO_CTRL,1.24564,1.16888,1.39124,0.57505,1.55473,1.25695,0.97188,0.98574,,,,,,,,,
Type04,270,PCA_GPR,9.39772,8.44815,12.85329,3.55894,45.81923,4.20581,0.87811,0.9351,,,,,,,,,
Type04,270,PCA_KRR,11.8501,10.95006,2.07471,0.76049,4.23817,0.25317,0.9674,0.98343,,,,,,,,,
Type04,270,PCA_LINEAR,11.67965,10.74498,1.88037,0.72542,6.05871,0.76855,0.96988,0.98471,,,,,,,,,
