type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80
Type05, L, 260, 57.806339, 260.232829, 55.645238, 259.806480, 50.608286, 259.243328, 43.555071, 255.897178, 37.502292, 249.845963, 33.489311, 242.972044, 30.967722, 235.682128, 28.792995, 228.308584, 27.149644, 221.253512, 25.713015, 213.490823, 24.503779, 205.434290, 23.898320, 197.670822, 22.806882, 190.240136, 22.276374, 182.423866, 21.271574, 175.308624, 20.268311, 167.622977, 18.764175, 159.753406, 16.699343, 152.483276, 14.575262, 144.552430, 12.077726, 137.302642, 9.695208, 130.020690, 7.277603, 122.791267, 4.867774, 115.274271, 2.944123, 108.192114, 1.350133, 100.382475, 0.186953, 92.577961, 0.000000, 84.505991, 0.167980, 77.552976, 1.067009, 70.207488, 2.499573, 62.917366, 4.278774, 55.232044, 6.429423, 47.978684, 9.041482, 40.587677, 12.125037, 33.229594, 15.425569, 25.958209, 18.895746, 18.718156, 23.188829, 11.884310, 29.324175, 6.016702, 36.137052, 2.421196, 43.623201, 0.183297, 51.039993, 0.000000, 58.130516, 1.474380, 65.555349, 5.566638, 71.085219, 11.761960, 75.077070, 18.672888, 77.218921, 25.962603, 80.126267, 33.702854, 82.029845, 41.005057, 84.206888, 48.535899, 85.458242, 56.016523, 86.720471, 64.175324, 86.789560, 71.487893, 86.820809, 79.605036, 85.617206, 87.578481, 84.352710, 94.519831, 82.727466, 102.311765, 80.969983, 109.225190, 78.946491, 117.263013, 77.489065, 124.088615, 76.035019, 131.810994, 75.055323, 138.941681, 74.968840, 146.218480, 75.211523, 154.056047, 76.156472, 162.155111, 77.298003, 169.921491, 78.866721, 177.162684, 80.406887, 184.657978, 82.161835, 191.779894, 83.525841, 199.603656, 85.241852, 206.821646, 86.271323, 213.896609, 86.993389, 221.786987, 86.871063, 228.789923, 85.867240, 236.474075, 83.456337, 243.665777, 79.435031, 250.918695, 73.271548, 256.380257, 65.575416, 259.086925, 60.910251, 260.374622, 56.693196, 259.325402
Type05, L, 280, 63.931374, 280.112151, 66.492197, 279.936207, 72.353164, 278.636721, 79.613433, 274.677162, 86.372664, 267.974917, 90.101717, 260.196332, 92.319797, 252.206205, 92.671401, 244.293917, 91.985108, 235.883770, 91.155952, 228.221575, 89.693471, 219.670206, 88.281803, 211.829534, 86.758355, 204.002454, 84.993663, 195.563276, 83.318377, 187.914771, 81.801575, 179.762543, 80.407178, 172.082831, 79.475725, 163.765718, 79.107749, 155.191818, 79.267330, 147.324699, 80.332122, 138.855316, 81.640146, 130.962442, 83.450480, 122.741448, 85.669263, 114.832175, 87.943464, 106.865789, 89.947568, 99.020652, 91.611189, 90.825872, 92.452971, 82.608031, 92.540661, 74.835475, 91.674329, 65.847921, 90.339412, 57.476710, 88.621193, 49.735877, 86.487341, 41.888606, 84.345096, 33.945762, 82.416077, 25.915807, 80.040411, 18.359831, 75.300063, 10.468810, 69.103127, 4.248884, 60.765762, 0.338086, 53.316260, 0.000000, 44.078964, 0.577568, 36.566322, 3.883408, 29.169415, 9.056797, 23.460136, 16.040515, 18.634130, 23.338919, 14.968189, 31.122812, 11.587498, 39.171777, 8.671284, 46.843154, 5.915681, 55.052059, 3.930915, 62.997064, 2.081764, 71.213327, 1.060955, 79.011621, 0.000000, 87.862348, 0.360093, 95.781753, 0.334675, 104.136211, 2.118399, 112.323407, 3.408057, 120.211636, 5.781168, 128.444685, 8.151720, 135.605318, 10.567486, 143.426151, 13.328108, 151.766263, 15.720218, 159.558600, 18.004071, 167.853585, 19.502998, 175.640101, 21.325564, 184.391288, 22.644647, 192.231017, 23.820045, 200.553952, 24.712600, 208.833111, 25.453155, 216.498708, 26.462081, 223.956798, 27.348112, 232.017131, 28.621694, 239.425163, 30.207647, 247.622466, 32.626227, 255.558804, 36.018198, 263.261881, 40.848699, 270.716180, 48.184962, 276.346619, 55.646075, 279.672642, 61.840885, 279.901419, 62.661621, 280.522197
Type05, L, 290, 67.645735, 290.474968, 65.224945, 290.376730, 59.551663, 290.382013, 51.493911, 287.136931, 44.014971, 281.441494, 38.607017, 273.854579, 35.108561, 266.218250, 32.195146, 257.672161, 30.407316, 249.343912, 28.380663, 241.266413, 27.101161, 232.901968, 25.815828, 224.383973, 24.669298, 215.645251, 23.861625, 207.586043, 22.692827, 198.683212, 21.789335, 190.446376, 20.112117, 181.840865, 18.462997, 173.473506, 16.291884, 165.389613, 13.578341, 157.146384, 11.108512, 148.555248, 8.205428, 140.243518, 5.677613, 131.867081, 3.274653, 123.454852, 1.736244, 115.323718, 0.448421, 106.640647, 0.000000, 98.842056, 0.139627, 90.700988, 0.876411, 80.534720, 2.240805, 73.463477, 4.158580, 64.107397, 6.159384, 56.641253, 8.940561, 48.176280, 11.897527, 40.151806, 15.114006, 31.842624, 19.162001, 23.855242, 23.955238, 16.533269, 30.124580, 9.294558, 37.755676, 4.409345, 45.909177, 1.242494, 54.439421, 0.000000, 62.222189, 1.654783, 70.746659, 5.065900, 77.670383, 11.272873, 82.808099, 19.012703, 85.841604, 26.865438, 88.808836, 35.140939, 90.683701, 43.156121, 92.692380, 51.553029, 94.442209, 59.883124, 96.020885, 68.418180, 96.821859, 77.294821, 97.276097, 84.325351, 96.449673, 94.338828, 95.009712, 101.438885, 92.748908, 110.402720, 90.433755, 118.236730, 87.986096, 126.610210, 85.917283, 134.882914, 84.156114, 143.344384, 83.123754, 151.002061, 82.404631, 160.655576, 82.905494, 170.473410, 83.730993, 178.506738, 85.288032, 187.108927, 86.958151, 195.370465, 88.656137, 203.958326, 90.701535, 211.779814, 92.510678, 220.387470, 94.335383, 228.714083, 95.836562, 236.668043, 96.839544, 245.993306, 97.205678, 254.176820, 96.614586, 262.880889, 94.898329, 270.692164, 91.116289, 278.703891, 83.945716, 285.421368, 76.123112, 288.707334, 70.231319, 290.446494, 67.580848, 289.848187
Type06, L, 230, 51.660556, 230.119194, 49.665472, 229.758425, 44.979710, 229.031965, 38.475771, 226.074543, 32.809684, 221.375653, 28.241269, 215.558976, 25.519222, 209.197250, 23.232725, 202.871070, 21.786956, 196.110376, 20.781578, 189.491806, 19.855550, 182.691728, 19.180763, 175.945935, 18.281656, 168.933704, 17.041420, 162.558047, 15.943474, 156.358779, 14.382075, 149.442023, 12.923032, 142.561305, 10.906544, 135.716634, 9.540345, 129.164934, 7.831071, 123.094075, 6.272717, 115.879982, 4.551935, 109.470315, 3.234266, 102.577992, 2.006850, 96.267925, 0.990600, 89.345873, 0.112391, 82.459776, 0.000000, 75.698664, 0.077167, 68.792292, 0.673127, 62.038728, 1.769721, 55.074857, 3.121905, 48.896688, 4.931573, 41.642336, 7.169953, 35.217018, 9.522788, 28.501926, 12.575112, 22.045457, 16.198069, 15.857038, 20.772627, 9.983487, 26.386992, 5.046134, 32.651105, 1.734264, 39.376841, 0.103453, 46.320702, 0.000000, 53.110105, 2.027619, 59.421803, 5.673382, 64.447182, 10.579847, 68.538511, 16.667960, 71.185176, 23.029222, 73.679893, 29.374803, 75.481554, 35.989599, 77.101469, 42.248671, 78.499584, 48.815260, 79.338237, 55.457189, 79.809302, 62.460354, 79.925326, 69.281318, 79.620230, 76.090079, 79.329689, 82.549429, 78.617022, 88.926553, 77.964477, 95.707135, 77.063011, 102.494472, 76.308491, 109.400457, 75.432674, 116.231343, 75.153237, 122.524616, 74.564778, 129.357945, 74.480389, 136.629203, 74.804966, 143.033138, 75.167133, 150.169005, 76.049495, 156.984193, 76.708220, 163.283194, 78.023791, 170.725913, 78.398277, 176.715914, 79.279500, 183.783314, 79.770702, 189.920535, 79.867440, 197.022867, 79.604348, 203.828612, 78.456535, 210.502424, 75.849148, 217.163541, 71.327526, 223.175862, 65.089239, 226.969426, 58.501398, 229.532833, 54.049870, 230.051074, 51.104444, 229.392942
Type06, L, 240, 54.035339, 240.269933, 51.519201, 240.004809, 46.814058, 239.263843, 39.955019, 236.424385, 34.069760, 231.735542, 29.529227, 225.477633, 27.003835, 219.130776, 24.570689, 212.178632, 22.892246, 205.186487, 21.505978, 198.093917, 20.059972, 191.749875, 19.174396, 184.829664, 17.829422, 177.761399, 16.891091, 170.732379, 15.461633, 163.572434, 14.378850, 157.057286, 12.770777, 149.947592, 11.354997, 142.907236, 9.864343, 136.433069, 8.295692, 130.543837, 6.390561, 123.368260, 4.612824, 116.455040, 3.044191, 109.370777, 1.761568, 102.412230, 0.572385, 95.244697, 0.055210, 88.522261, 0.000000, 81.780434, 0.182751, 74.569021, 0.565675, 68.458654, 1.647499, 61.806497, 2.996451, 54.744654, 4.353944, 48.206891, 6.681216, 41.169321, 8.839958, 34.322783, 11.666867, 27.793470, 14.787850, 20.998550, 18.702887, 14.661932, 23.737733, 8.863275, 29.969204, 4.174476, 36.409844, 1.508505, 43.442597, 0.000000, 50.837392, 0.522261, 57.410488, 3.081211, 63.842073, 7.843238, 68.394026, 13.829100, 71.852783, 20.435592, 74.913081, 26.851775, 77.062757, 34.163937, 78.758383, 40.325156, 79.976913, 47.288037, 80.785530, 54.469026, 81.301564, 61.624423, 81.429600, 68.729924, 81.204256, 75.420486, 80.877251, 83.075858, 80.202992, 89.472731, 79.398084, 97.006143, 78.630199, 104.005322, 77.506201, 111.288212, 76.834925, 118.895085, 76.229735, 125.421632, 75.875539, 132.583714, 75.809461, 139.671084, 76.185682, 147.483219, 76.528884, 154.008143, 77.344566, 161.289572, 78.075550, 168.203281, 78.874433, 175.583312, 79.873963, 182.418990, 80.600119, 190.115275, 81.270301, 196.818439, 81.621769, 204.398771, 81.074094, 210.813085, 79.736712, 218.010928, 77.056857, 225.007490, 73.234840, 231.282944, 67.296158, 236.549321, 60.703787, 239.164079, 56.341183, 240.040196, 54.258962, 240.292941
Type06, L, 250, 55.029470, 250.101320, 52.802280, 249.718729, 47.858314, 249.475263, 40.847911, 246.214421, 34.812807, 241.134975, 30.044479, 234.838641, 26.569670, 228.114345, 23.813939, 221.129512, 21.844811, 213.955893, 20.543475, 207.012624, 19.499316, 199.155088, 18.790136, 192.365199, 17.692177, 184.787967, 16.749793, 177.355939, 15.231429, 169.985004, 14.018712, 162.875359, 12.305414, 155.031349, 10.852771, 148.370362, 9.078450, 140.436581, 7.599012, 134.591568, 6.022338, 127.054946, 4.249380, 120.028346, 3.035467, 112.642604, 1.776995, 105.153587, 0.827759, 97.838519, 0.205262, 90.678058, 0.075480, 83.840798, 0.000000, 76.496616, 0.533378, 69.081510, 1.577148, 61.881496, 2.743645, 54.358597, 4.722481, 47.488489, 6.894229, 40.136611, 9.745566, 33.299871, 12.897361, 26.235045, 16.680330, 19.532580, 21.299385, 13.097266, 26.707135, 7.056888, 33.267484, 2.806473, 40.536603, 0.163766, 47.915351, 0.000000, 54.968827, 1.220045, 62.105445, 4.936216, 67.639064, 10.696874, 71.718652, 17.303727, 74.740332, 23.949539, 77.761861, 31.142887, 79.621719, 38.133636, 81.410224, 45.568769, 82.566693, 52.909977, 83.556289, 60.550358, 84.109780, 67.678717, 84.675553, 75.000077, 84.609333, 81.835061, 84.218861, 89.293905, 83.472073, 96.715771, 82.197993, 103.884247, 81.226007, 110.886941, 80.444743, 118.980282, 79.850352, 125.456819, 79.647406, 132.578814, 79.519293, 140.201503, 79.589531, 147.840661, 80.007281, 155.301712, 80.268052, 162.372743, 80.902145, 169.794927, 81.556284, 176.941226, 82.166295, 184.242504, 82.803232, 191.952839, 83.812290, 198.779479, 84.384067, 206.961998, 84.682773, 214.075087, 84.313474, 221.109446, 82.973305, 228.140454, 80.570630, 235.282441, 75.823702, 241.675454, 69.650977, 246.658108, 62.095570, 248.993293, 57.936035, 250.160898, 53.958798, 249.369493
Type06, L, 270, 61.015703, 270.520915, 58.740903, 270.609614, 53.215235, 270.116458, 45.547599, 267.665388, 38.375176, 262.697615, 32.995660, 256.135754, 29.465612, 248.693619, 27.297601, 241.447932, 25.537111, 233.822468, 24.083229, 226.010536, 22.807878, 218.728477, 21.675594, 210.168738, 20.605278, 202.440313, 19.538276, 194.910076, 18.439008, 187.060062, 17.081408, 179.128698, 15.834365, 171.409499, 14.202209, 163.368224, 12.240517, 155.725628, 10.198367, 147.895309, 8.091657, 139.994912, 6.118517, 132.422038, 4.225223, 124.791343, 2.553315, 116.747819, 1.135662, 109.248213, 0.404703, 100.727854, 0.000000, 92.607477, 0.340091, 84.765711, 0.951139, 77.140152, 2.046970, 69.063484, 3.570000, 61.215263, 5.405401, 53.680782, 7.639434, 46.071080, 10.310109, 38.313812, 13.181952, 30.784706, 16.712592, 23.172546, 20.989966, 16.114421, 27.027352, 9.359496, 33.976106, 4.505925, 41.341478, 1.532290, 49.882214, 0.000000, 57.194339, 1.264328, 64.978493, 4.847613, 71.132061, 10.599107, 76.146457, 17.692879, 79.786790, 24.972764, 82.832300, 32.473875, 85.233633, 40.452453, 86.994687, 47.944175, 88.149228, 55.838131, 89.101850, 64.290765, 89.336386, 72.927863, 89.540326, 80.727755, 89.047895, 88.646814, 88.472842, 96.778198, 87.649650, 104.322181, 86.604219, 112.328325, 85.804270, 119.743513, 84.694826, 127.682829, 83.965698, 135.245462, 83.130554, 142.810120, 82.813525, 151.145344, 82.740305, 158.393636, 83.014117, 166.220457, 83.640231, 174.909803, 84.476764, 182.311549, 85.308723, 190.469712, 86.390993, 197.877118, 87.191628, 205.886777, 88.320398, 213.702157, 88.895176, 221.090127, 89.489687, 228.080713, 89.355138, 236.903182, 88.414013, 244.113423, 86.139836, 251.667207, 82.247448, 259.286000, 76.178385, 265.506980, 68.641231, 269.049967, 63.636578, 269.965301, 61.550790, 271.092058
Type06, L, 280, 64.032967, 280.388786, 61.719142, 280.394159, 55.926524, 279.824242, 48.184670, 277.551677, 40.639835, 272.813780, 34.290829, 266.178876, 30.325042, 258.457205, 27.801703, 250.625085, 26.068527, 242.734637, 24.632074, 234.625166, 23.618520, 226.841944, 22.393039, 218.274191, 21.614035, 209.819427, 20.672273, 202.094841, 19.460791, 193.904952, 18.240811, 186.241072, 16.627915, 176.995387, 15.078958, 169.781381, 13.431808, 161.978216, 11.321443, 154.095289, 9.219285, 145.643123, 7.116025, 137.384451, 4.840399, 128.992903, 3.318290, 121.511980, 1.469714, 113.060026, 0.546751, 104.917999, 0.000000, 97.251350, 0.319261, 88.387510, 1.177526, 80.462511, 2.466852, 72.418131, 3.871335, 64.375043, 5.694251, 56.160043, 7.406933, 48.303996, 9.642834, 40.928539, 12.598981, 33.041970, 16.044444, 25.378371, 20.741831, 17.878602, 26.528361, 11.238603, 33.286067, 5.507309, 41.037711, 2.009971, 49.194050, 0.000000, 57.739420, 0.776533, 65.557497, 4.566475, 72.506722, 10.491567, 77.789113, 17.488045, 82.250752, 25.212276, 85.005482, 32.627541, 87.779773, 40.950223, 89.335908, 48.293899, 90.671938, 56.311131, 91.642610, 64.432261, 92.237239, 72.421154, 92.754570, 80.771085, 92.622573, 88.890569, 92.377800, 96.468425, 91.689559, 105.342138, 90.635553, 113.085966, 89.654405, 121.270328, 88.425052, 129.447025, 87.510784, 137.778974, 86.664736, 146.211335, 86.218866, 154.431622, 86.339475, 161.868174, 86.500896, 170.239865, 87.009395, 177.727236, 87.618536, 186.526470, 88.566989, 194.790106, 89.320389, 202.609226, 90.294527, 210.989706, 91.060058, 219.441919, 92.041310, 227.236079, 92.538839, 235.909932, 92.676346, 243.691666, 91.956634, 252.334132, 89.985513, 260.217174, 86.133734, 267.853488, 80.216701, 274.773629, 72.640534, 279.112808, 67.016331, 279.610607, 63.868123, 281.471870
Type07, L, 250, 59.374515, 250.172556, 56.747829, 250.111478, 51.954491, 249.550455, 44.635710, 247.482466, 37.976504, 243.199324, 32.154238, 237.441209, 29.067449, 230.356829, 26.473004, 223.598777, 24.913533, 216.202439, 23.187261, 208.936812, 21.879885, 201.606286, 20.602795, 194.598110, 19.649163, 187.209867, 18.456946, 179.798553, 17.693487, 172.404516, 16.190643, 164.662942, 15.190846, 158.038696, 13.147841, 150.249410, 11.753460, 143.925170, 9.740485, 136.623715, 7.792879, 129.694958, 5.972703, 122.426651, 4.293656, 115.754855, 2.793185, 108.567192, 1.571002, 101.340223, 0.463972, 94.025396, 0.198148, 86.651756, 0.000000, 79.054379, 0.854587, 71.777333, 1.908503, 64.666142, 3.496608, 57.569201, 5.689553, 50.283803, 8.131176, 43.219350, 11.188782, 36.164367, 14.560594, 29.213077, 18.186473, 22.361796, 22.678204, 15.871410, 27.882448, 9.728723, 34.068690, 4.639766, 41.201696, 1.609128, 48.383344, 0.000000, 55.397167, 0.204890, 62.939995, 2.362175, 69.228741, 6.916518, 74.609184, 13.045692, 78.391839, 19.632740, 80.965225, 27.130430, 82.772084, 33.942034, 83.879607, 41.273410, 84.683284, 48.596761, 84.960900, 55.006231, 85.526929, 62.765151, 85.907163, 69.850665, 86.046868, 78.212144, 85.597307, 85.405572, 84.731935, 92.317603, 83.944025, 99.516078, 82.968435, 106.692793, 82.531244, 113.897051, 82.558839, 121.138098, 82.560447, 129.454660, 82.919778, 137.258136, 82.817724, 144.881333, 82.884241, 152.892434, 83.030741, 159.850522, 83.049382, 166.681362, 83.344932, 173.227443, 83.644355, 180.826636, 84.191806, 187.966824, 84.847961, 195.696840, 85.481887, 202.696914, 85.986338, 210.594854, 85.927864, 218.142490, 85.200451, 225.266994, 83.104629, 232.596238, 79.391756, 239.505200, 73.780856, 245.562953, 66.939275, 249.040826, 61.867656, 249.820384, 60.366143, 250.058971
Type07, L, 270, 61.586808, 270.415594, 59.049797, 270.464631, 53.835417, 270.041217, 46.499798, 267.420293, 39.210339, 262.411902, 33.919416, 255.369327, 30.183958, 248.111764, 27.569810, 240.053133, 25.801748, 233.035352, 24.662310, 224.000369, 23.874258, 216.377866, 23.042288, 209.080354, 21.980465, 201.779278, 20.709006, 193.632900, 19.297802, 185.626688, 17.785482, 177.645993, 16.191186, 169.859700, 14.461629, 162.411380, 12.896022, 154.296361, 10.858488, 146.655248, 9.049003, 139.043149, 7.309049, 131.330668, 5.414396, 123.871647, 3.444650, 115.536455, 2.020366, 108.320889, 0.469722, 99.767517, 0.000000, 91.703636, 0.078060, 83.599559, 1.096907, 76.091963, 2.627162, 68.339278, 4.752050, 60.555332, 7.220617, 53.265068, 10.045157, 45.308074, 13.115986, 37.925614, 16.375628, 30.392009, 20.495390, 23.044128, 25.153302, 16.135457, 31.094291, 9.426417, 38.054640, 4.463750, 45.508204, 1.574662, 53.314687, 0.000000, 61.937526, 0.962240, 69.062717, 2.878959, 76.529973, 8.027311, 80.685341, 15.352678, 83.747824, 22.890236, 85.574360, 30.626246, 87.589339, 38.429200, 89.086714, 46.133668, 90.259861, 54.289182, 90.815116, 62.566635, 90.924079, 69.722179, 90.679535, 77.959806, 90.164520, 85.259816, 89.909163, 93.174984, 89.252673, 101.221696, 89.034857, 109.170239, 88.765512, 116.930271, 88.370686, 124.805671, 88.424831, 132.750729, 88.378926, 140.665519, 88.493441, 149.028501, 88.621521, 156.706626, 88.857934, 165.136821, 89.196506, 172.965721, 89.521197, 180.706304, 89.984300, 188.856249, 90.124207, 196.955311, 90.598173, 204.298009, 90.712334, 211.833967, 90.965000, 220.164159, 90.975387, 228.691298, 90.525518, 236.523449, 89.962809, 244.402526, 87.537423, 252.060306, 83.288634, 259.431569, 77.017737, 265.468691, 69.371201, 269.332821, 64.825692, 269.755694, 61.212302, 270.410081
Type07, L, 280, 62.415700, 280.322321, 59.909113, 280.006011, 54.765453, 279.591491, 46.591795, 276.822927, 39.042756, 271.932663, 33.602506, 264.807592, 30.190153, 257.435193, 27.688904, 249.258660, 26.146669, 241.513790, 25.153081, 233.138428, 24.106094, 224.734711, 23.171163, 216.366617, 22.260277, 208.563130, 20.804830, 199.842061, 19.425377, 192.023355, 18.041669, 184.530941, 16.272633, 175.452984, 14.751517, 167.914076, 12.853040, 159.445663, 11.137763, 151.484363, 9.143174, 143.595846, 7.548163, 135.658331, 5.379816, 127.303621, 3.525796, 119.571423, 1.998075, 111.370307, 0.417920, 103.555962, 0.062737, 95.077999, 0.000000, 86.949893, 1.134276, 78.550945, 2.783377, 70.832290, 4.856708, 62.526506, 7.591584, 54.548220, 9.877379, 46.993836, 12.989234, 38.674635, 16.098999, 30.750363, 20.012959, 23.037962, 24.898235, 15.694059, 31.160286, 9.096339, 38.644649, 4.347036, 46.080909, 1.308145, 54.046321, 0.000000, 62.362339, 0.648902, 70.254088, 3.388265, 77.214515, 9.482049, 81.893822, 16.940412, 85.037477, 24.237712, 88.114747, 32.945430, 90.040279, 40.144206, 91.479266, 48.903932, 92.576333, 57.106598, 92.903534, 65.349996, 93.079442, 72.603559, 92.643255, 81.615304, 92.263791, 89.366929, 91.683656, 97.506112, 90.680070, 105.390490, 89.931448, 113.624766, 89.299514, 121.841150, 88.571716, 129.650585, 88.125311, 138.289649, 87.838087, 146.386069, 87.654395, 154.186552, 87.263399, 162.710488, 87.353331, 171.364640, 87.412534, 179.562292, 88.321798, 188.145225, 89.061421, 196.610453, 90.225201, 204.585229, 90.948875, 212.873131, 92.196782, 221.285730, 92.619713, 229.334694, 92.945597, 237.858930, 92.957308, 245.621300, 91.908674, 253.722514, 89.704101, 262.262800, 85.464758, 269.733100, 78.964501, 276.225260, 71.095327, 279.298890, 65.336779, 279.993841, 62.182847, 280.547764
