Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,IoU,Dice,,,,,,,,,
Type04,270,PCA_SVR,6.97071,6.06275,2.25369,0.79568,3.63614,1.32918,0.97176,0.98568,,,,,,,,,
Type04,270,PURE_GPR,7.04335,6.18195,4.60453,1.03325,0.55582,0.87449,0.95206,0.97544,,,,,,,,,
Type04,270,PURE_KRR,6.68157,5.81872,4.25065,0.91214,1.39173,0.03417,0.95671,0.97787,,,,,,,,,
Type04,270,PURE_SVR,6.78752,5.90196,4.23425,0.9976,2.36109,0.02232,0.94931,0.974,,,,,,,,,
Type04,270,RATIO_CTRL,2.24435,1.94217,4.10859,1.56852,3.22139,2.77219,0.94965,0.97418,,,,,,,,,
Type04,280,PCA_GPR,11.89255,10.24362,22.75359,6.06615,74.62057,6.12905,0.81621,0.89881,,,,,,,,,
Type04,280,PCA_KRR,5.56143,5.0269,3.29839,1.40961,6.87174,2.07266,0.95402,0.97647,,,,,,,,,
Type04,280,PCA_LINEAR,5.88534,5.3906,2.60966,0.99,3.23859,0.42564,0.96826,0.98387,,,,,,,,,
Type04,280,PCA_SVR,5.51559,4.94328,4.16482,1.89132,10.23476,3.17232,0.94004,0.9691,,,,,,,,,
Type04,280,PURE_GPR,5.14615,4.42701,5.46308,2.17947,11.87473,1.8958,0.9181,0.9573,,,,,,,,,
Type04,280,PURE_KRR,6.15473,5.41294,6.09577,2.11373,5.10193,2.61694,0.91802,0.95726,,,,,,,,,
Type04,280,PURE_SVR,6.28257,5.54104,6.09593,2.18786,4.06043,3.02419,0.91639,0.95637,,,,,,,,,
Type04,280,RATIO_CTRL,3.28657,2.88285,4.60077,2.0083,4.71679,4.35584,0.93829,0.96816,,,,,,,,,
Type05,250,PCA_GPR,14.17836,13.74167,16.98139,4.57615,53.41005,5.9347,0.84811,0.91781,,,,,,,,,
Type05,250,PCA_KRR,9.9553,9.85628,10.09242,2.5148,30.24416,3.62852,0.90934,0.95252,,,,,,,,,
Type05,250,PCA_LINEAR,10.29399,10.16159,10.43554,2.74004,32.05506,3.66262,0.9004,0.94759,,,,,,,,,
Type05,250,PCA_SVR,10.25014,10.11903,10.86527,2.7736,32.53648,4.17048,0.90502,0.95014,,,,,,,,,
Type05,250,PURE_GPR,9.89889,9.73279,10.31129,2.71546,32.92118,3.70231,0.90913,0.9524,,,,,,,,,
Type05,250,PURE_KRR,10.01027,9.89976,10.10803,2.59136,30.57014,3.74098,0.91228,0.95413,,,,,,,,,
Type05,250,PURE_SVR,10.33359,10.22253,10.42248,2.41063,31.88242,4.07452,0.91886,0.95771,,,,,,,,,
Type05,250,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type05,270,PCA_GPR,4.44589,3.93672,4.05068,1.27459,12.02759,0.48135,0.94668,0.97261,,,,,,,,,
Type05,270,PCA_KRR,10.41794,10.24036,10.22598,2.82295,34.08865,4.31596,0.90323,0.94915,,,,,,,,,
Type05,270,PCA_LINEAR,10.10435,9.96629,9.68344,2.6668,32.47694,4.25584,0.90708,0.95128,,,,,,,,,
Type05,270,PCA_SVR,10.71162,10.44937,10.84344,3.13454,36.09526,4.4896,0.89532,0.94477,,,,,,,,,
Type05,270,PURE_GPR,8.24862,7.95645,8.50021,2.52343,31.63825,3.66061,0.9095,0.95261,,,,,,,,,
Type05,270,PURE_KRR,10.6557,10.47402,10.5432,3.0326,36.31319,4.17068,0.90231,0.94865,,,,,,,,,
Type05,270,PURE_SVR,10.42263,10.22549,10.48326,3.07711,36.56475,4.07057,0.9,0.94737,,,,,,,,,
Type05,270,RATIO_CTRL,1.23085,1.14091,1.88917,0.57552,0.46916,0.69511,0.97363,0.98664,,,,,,,,,
Type05,280,PCA_GPR,6.78768,5.87549,13.59344,3.12521,43.94562,2.12906,0.89622,0.94527,,,,,,,,,
Type05,280,PCA_KRR,9.80973,9.69564,8.39776,3.23234,23.44281,5.42948,0.89843,0.9465,,,,,,,,,
Type05,280,PCA_LINEAR,11.38846,11.25686,10.89671,3.63706,33.41431,6.10452,0.88416,0.93852,,,,,,,,,
Type05,280,PCA_SVR,7.12867,6.96003,4.36207,1.84809,6.05054,3.45988,0.93467,0.96623,,,,,,,,,
Type05,280,PURE_GPR,12.12252,11.89509,10.94812,4.22655,37.22993,6.04927,0.86929,0.93007,,,,,,,,,
Type05,280,PURE_KRR,10.47631,10.33181,8.52449,3.45387,28.12302,5.19018,0.89211,0.94298,,,,,,,,,
Type05,280,PURE_SVR,12.2831,12.06958,10.95971,4.22523,36.97402,6.05126,0.86991,0.93043,,,,,,,,,
Type05,280,RATIO_CTRL,2.70655,2.60152,2.62937,1.23224,1.54054,2.59427,0.95645,0.97774,,,,,,,,,
